HR_mean,HR_std,SDNN,RMSSD,pNN50,LF_HF,DFA_alpha,SD1_SD2,subject_id,window_index
84.6774193548387,34.468509792414906,226.86865749834647,429.0329017327585,84.61538461538461,0.0,1.0,2.905223113348414,1,0
86.86659772492244,36.256780137051976,245.86477949457984,481.5439911208688,100.0,0.0,1.0,4.836440886485667,1,1
78.05724197745013,29.23018167835941,248.99442207049984,441.47480109288233,100.0,0.0,1.0,1.9159657492829874,1,2
63.41463414634146,26.72252141086695,293.58627251335173,463.6449791237544,100.0,0.0,1.0,1.2868856728991402,1,3
62.2568093385214,23.054355407046646,337.19198908040505,435.82871253127263,93.33333333333333,0.190456553849033,1.0,0.8468729105176483,1,4
65.17016654598117,26.43427307757123,319.4467439530762,424.5333572625023,92.85714285714286,5.2227242660434685,1.0,0.8891724618425518,1,5
64.04494382022472,33.5691305277559,397.5457951982116,590.0047080791437,100.0,0.08938443436643716,1.0,1.1069972737656784,1,6
64.19131529263687,32.61662468093774,431.415149411641,553.8388754863638,100.0,0.7554884741706797,1.0,0.8370974179304501,1,7
73.92197125256673,21.980758445572416,200.28451984336905,327.3308029279471,81.81818181818181,0.0,1.0,1.4176927652978144,1,8
78.23470411233701,33.459113341822764,245.40028886524956,414.2764777295472,91.66666666666667,0.0,1.0,1.5741582224476924,1,9
61.9047619047619,40.447066374778935,465.29496911531686,590.5505905508858,91.66666666666667,0.0,1.0,0.821122309966066,1,10
62.80193236714976,39.03938304799838,457.7136388047979,528.4805262889699,83.33333333333333,0.0,1.0,0.7070231834008825,1,11
61.00217864923747,36.585079184904814,439.1323774193371,618.68346573125,92.3076923076923,2.287761191271446,1.0,0.9924952297500078,1,12
75.06702412868633,33.83358361205586,280.5215623419624,483.0591618488918,100.0,0.0,1.0,1.6928799049395198,1,13
80.0,34.01837622643231,253.98364574848574,435.18195428272685,100.0,0.0,1.0,1.66095825733744,1,14
75.75757575757575,31.478030873637685,264.0757467091592,422.9994934140837,100.0,0.0,1.0,1.3375386707108539,1,15
73.84615384615384,28.445697120137137,268.7664723634008,436.37973455154025,100.0,0.0,1.0,1.3903198675013746,1,16
63.492063492063494,32.90133447737897,410.11177338216794,527.2484320421532,100.0,0.0,1.0,0.8391508891397792,1,17
59.05511811023622,34.42623369813224,399.27935083096895,479.72214180016056,88.88888888888889,0.0,1.0,0.7514369843286552,1,18
58.2995951417004,29.916045185285174,388.1034727434883,509.9643481299809,90.9090909090909,0.0,1.0,0.8714683892461345,1,19
68.32298136645963,34.795325632565735,316.2225390684162,422.0071089448613,100.0,0.0,1.0,0.8958685072522118,1,20
73.00884955752213,29.568887048394554,235.40364490181085,386.975451417787,90.0,0.0,1.0,1.4430795374611876,1,21
66.815144766147,30.409099951663393,261.7938119971517,396.4845520319802,77.77777777777777,0.0,1.0,1.1594106853173618,1,22
68.76790830945559,33.591392375394825,287.66661838547293,405.79887539608495,90.9090909090909,0.0,1.0,0.9949888790011214,1,23
66.85236768802228,26.331246932548407,364.96860595581825,434.13445759663824,90.9090909090909,0.0,1.0,0.7398323047697061,1,24
67.01030927835052,32.43635417906424,361.0159890900931,467.51114068722114,100.0,0.0,1.0,0.8496502668280367,1,25
77.1513353115727,29.733258573216116,259.8861835541991,421.0799607358837,100.0,0.0,1.0,1.3818534040903419,1,26
63.673469387755105,29.76697852906576,363.9981793309041,501.7718605103319,91.66666666666667,0.0,1.0,0.9513161133839002,1,27
63.64513018322083,26.68269456223127,327.52767847204797,339.7940552746619,90.0,0.0,1.0,0.6067388031688022,1,28
78.74015748031496,27.288174050162706,202.88584639315445,372.9898504938554,92.85714285714286,0.0,1.0,2.3344151196634737,1,29
70.58823529411765,34.320150075788675,364.3441596439645,502.2947341949744,92.85714285714286,0.0,1.0,0.9514818969154819,1,30
69.98939554612937,38.947423567617484,355.9389863213512,435.1781244502072,90.0,0.0,1.0,0.7724498031137998,1,31
77.53479125248509,35.18053655557312,258.4134570661896,467.54678910243837,91.66666666666667,0.0,1.0,2.1228004773768157,1,32
56.76442762535478,36.867777851654076,464.2423935833521,657.2501637715868,100.0,0.0,1.0,1.002173328255074,1,33
51.60281469898358,34.83925125912289,448.27124315308976,596.1795031699764,90.0,0.0,1.0,0.8903573967979145,1,34
62.17616580310881,34.7584314533799,410.1524106963166,584.6599633353328,100.0,0.0,1.0,1.0161121672900633,1,35
58.708414872798436,31.787159025594125,336.1487765856065,499.1548412622636,88.88888888888889,0.0,1.0,1.1083345143470502,1,36
44.0251572327044,3.5857297656502536,115.59959042367949,168.57243744653712,66.66666666666667,0.0,1.0,1.0653705143638756,1,37
54.82233502538072,30.537528479035885,355.9997225689029,457.5887891983369,87.5,0.0,1.0,0.8388633714918935,1,38
56.69816564758199,32.04153327408706,421.6527047941322,540.4107234317247,93.75,0.19782578911169488,1.0,0.8347465422713809,2,0
62.06896551724138,29.83671822426348,427.1611717685336,637.7534098416926,100.0,0.9178593864529682,1.0,1.1219132410255035,2,1
73.44632768361582,26.033800736787715,345.59613190910073,496.4792711349253,91.66666666666667,0.0,1.0,1.032417793370142,2,2
71.03825136612022,26.990857856781577,321.6690938171707,413.1283093664727,91.66666666666667,0.0,1.0,0.8377127271239868,2,3
65.99450045829515,21.30689277685538,326.63584038225537,432.0143095273161,100.0,0.0,1.0,0.8816113233192656,2,4
56.10389610389611,21.160317546257392,372.05842167031034,562.8760181111875,100.0,0.31165475250974,1.0,1.1565066178258896,2,5
66.87898089171975,23.41249141891994,289.2460290239478,465.3204024358667,100.0,0.0,1.0,1.3538545906340058,2,6
64.23173803526448,31.69684848096946,348.3078223358557,549.3234475243161,93.75,0.46832427377553126,1.0,1.2823006445239975,2,7
67.84452296819788,28.294516725148235,298.7258096900902,480.7910148910855,100.0,0.5133499027358721,1.0,1.3556138012105658,2,8
67.51687921980495,23.309642997015526,242.64835095714585,419.7533289240922,92.85714285714286,0.0,1.0,1.7234292586244784,2,9
61.736334405144696,21.646982635935412,311.2117195335034,504.58563858543044,100.0,4.856603109550001,1.0,1.3846144661737245,2,10
61.93078324225865,21.22857851564664,309.7794728501357,498.50401201996357,87.5,0.5221108622990526,1.0,1.3550155565579034,2,11
66.53620352250489,25.043952857161504,308.0151885887839,461.8441295502196,100.0,1.908775917856776,1.0,1.132891994487007,2,12
55.74572127139365,23.109643444084973,401.2114618491271,551.6389721145122,94.44444444444444,3.546214695340392,1.0,0.9466420924675097,2,13
51.39186295503212,25.29119456558706,437.4428534105912,510.86854147291814,93.33333333333333,0.07213304094658535,1.0,0.7192918164189541,2,14
74.60035523978685,21.33804422853484,206.5261756400137,363.7729638535129,76.92307692307692,0.0,1.0,1.85924269260179,2,15
56.49717514124294,14.818861471207432,286.40763490754455,376.64875642206187,64.28571428571429,1.2257141202756552,1.0,0.8727399250331941,2,16
47.65342960288809,21.788682078605852,378.88483607590376,447.2359556207439,80.0,1.3495117758281552,1.0,0.7311185337265497,2,17
56.32040050062579,33.54242742647712,452.81146432287045,619.4813498864537,100.0,0.8022249918270898,1.0,0.9377519627271045,2,18
56.48957632817754,35.971554977959386,438.4579890517053,587.0657151002381,84.61538461538461,2.7882849320408996,1.0,0.901222541341146,2,19
52.63157894736842,29.940117020933414,383.3656619589589,520.6726418777926,83.33333333333333,3.568014513310241,1.0,0.9250985297629404,2,20
64.63195691202873,35.207952742776115,366.21563168287736,537.2911856543137,90.9090909090909,0.0,1.0,1.079399170815087,2,21
57.377049180327866,31.18805937610892,462.4579407241003,536.2404741847132,92.3076923076923,2.38082002730752,1.0,0.711570137176415,2,22
