HR_mean               , HR_std               , SDNN                  , RMSSD                  , pNN50                , LF_HF                 , ApEn                  , SampEn                 , SD1_SD2                , subject_id, window_index, stress_level
3.1588946067199166    , 1.3565676583531088   , -0.10145455288567394  , 0.3457919251791998     , 0.5122521492907441   , -0.37303956772322794  , 1.47833121200799      , 0.9212823924214705     , 1.009270561421371      ,          1,            0,            0
3.3511141870348053    , 1.4851624473098826   , 0.048680486989692566  , 0.6086413655905        , 1.0951867584463102   , -0.37303956772322794  , 1.9196907978166458    , 1.2005321108884108     , 2.315612080242059      ,          1,            1,            0
2.5776136410016792    , 0.9798786972385564   , 0.07341548358660653   , 0.4080710803551872     , 1.0951867584463102   , -0.37303956772322794  , 1.3311468164795197    , 0.9505714885517071     , 0.3401031658777644     ,          1,            2,            0
1.2919276637993957    , 0.7995524709268822   , 0.425845271397057     , 0.5190460945310136     , 1.0951867584463102   , -0.37303956772322794  , 0.9124225604883823    , 0.8441478286224651     , -0.08542803721804729   ,          1,            3,            0
1.1902655052111824    , 0.5357741028885659   , 0.7704811921858689    , 0.3798090268303982     , 0.8425817611455643   , -0.1793774652760119   , 0.6917175644168689    , 1.1530614584339454     , -0.3830676655941645    ,          1,            4,            0
1.4460712026262605    , 0.7788244900047205   , 0.6302324042849519    , 0.3232690112596042     , 0.8245385470526548   , 4.937587666799774     , 0.7736795450885365    , 1.1304148720888225     , -0.35445480748368724   ,          1,            5,            1
1.3472716515885768    , 1.2918931604072206   , 1.2474849243120223    , 1.151552188643164      , 1.0951867584463102   , -0.28215071598447067  , 1.5977823016690045    , 1.7342896891280506     , -0.20711068109744754   ,          1,            6,            0
1.3601237167202365    , 1.223398321962347    , 1.515169920565174     , 0.9705205442839943     , 1.0951867584463102   , 0.39516443117148353   , 1.4188398121790493    , 2.0246641206914044     , -0.38968014193484973   ,          1,            7,            1
2.214518511756853     , 0.4585715842093047   , -0.3115611508362277   , -0.1632879676777219    , 0.4062640385351866   , -0.37303956772322794  , 0.4962066362289435    , 0.34825881588514196    , 0.003054338065300735   ,          1,            8,            0
2.5931956043336277    , 1.2839818080498335   , 0.04500940511466261   , 0.271927188474762      , 0.7794305118203794   , -0.37303956772322794  , 1.138628921863896     , 0.9197431178779714     , 0.10889290571896446    ,          1,            9,            0
1.1593541775217915    , 1.7864865597545985   , 1.78293763037406      , 1.1542846572302703     , 0.7794305118203794   , -0.37303956772322794  , 1.4991757471279594    , 2.1691638112759586     , -0.40048624940330807   ,          1,           10,            0
1.2381297273389191    , 1.6852598403896062   , 1.7230189096633917    , 0.8435868246838344     , 0.46367426519444693  , -0.37303956772322794  , 1.2165868213715014    , 2.161531698988448      , -0.4776667871792943    ,          1,           11,            0
1.0801033604357837    , 1.5087704811286804   , 1.5761627029284635    , 1.2951065404645954     , 0.8037194538685273   , 1.953226623935187     , 1.5947919536999995    , 1.9069337638907145     , -0.28456376596861377   ,          1,           12,            1
2.315059238037483     , 1.3109100214017047   , 0.3225888918617722    , 0.6162257022064264     , 1.0951867584463102   , -0.37303956772322794  , 1.4604072614349928    , 1.161571367041984      , 0.18920029786323653    ,          1,           13,            0
2.7481964207564573    , 1.3241984860445226   , 0.11284760009912732   , 0.376571614586764      , 1.0951867584463102   , -0.37303956772322794  , 1.3312804586766744    , 1.0654140672138463     , 0.1676074075161177     ,          1,           14,            0
2.375692736935889     , 1.141521870341742    , 0.19261008954078163   , 0.31559110438465676    , 1.0951867584463102   , -0.37303956772322794  , 1.1344415767119032    , 1.0247056889212913     , -0.05116462321337901   ,          1,           15,            0
2.2078614068628863    , 0.9234662948817332   , 0.22968303965573703   , 0.3825672219348868     , 1.0951867584463102   , -0.37303956772322794  , 1.1232968681528883    , 1.0041054590870204     , -0.015461622889136523  ,          1,           16,            0
1.2987263041213237    , 1.24387184616806     , 1.3467995968591542    , 0.837419455332265      , 1.0951867584463102   , -0.37303956772322794  , 1.2140508874767484    , 1.809480657607565      , -0.3882911040253178    ,          1,           17,            0
0.9091428006344434    , 1.3535275780663114   , 1.2611860073068464    , 0.5995219190118446     , 0.6741784296117347   , -0.37303956772322794  , 0.7454739753115143    , 1.4895725350873052     , -0.4476237785825301    ,          1,           18,            0
0.8428045296580773    , 1.0291992449906193   , 1.172857931574397     , 0.750902267491079      , 0.7507253984907485   , -0.37303956772322794  , 0.8783602306660262    , 1.3655802495640403     , -0.3664304455534141    ,          1,           19,            0
1.722902341598161     , 1.3800690344833806   , 0.6047500385146773    , 0.31062362598252247    , 1.0951867584463102   , -0.37303956772322794  , 0.8496075771636281    , 1.232769342666292      , -0.34992537416331265   ,          1,           20,            0
2.134342372892855     , 1.0042350512477902   , -0.033998644021277544 , 0.13526920684992874    , 0.7162792624951924   , -0.37303956772322794  , 0.8229505017951685    , 0.6579908277209686     , 0.020226815953167953   ,          1,           21,            0
1.5905075936615478    , 1.0646548872634365   , 0.17457491588543433   , 0.18286794845633245    , 0.2531701007771591   , -0.37303956772322794  , 0.6835523393950594    , 0.6976961577375361     , -0.171656463243098     ,          1,           22,            0
1.76196890256103      , 1.2934940132131179   , 0.3790595375133892    , 0.22949171331425944    , 0.7507253984907485   , -0.37303956772322794  , 0.7986900416983234    , 0.9956323475341714     , -0.28287697663008465   ,          1,           23,            0
1.5937759314629518    , 0.7714158644487625   , 0.9900124987872818    , 0.37132826654391354    , 0.7507253984907485   , -0.37303956772322794  , 0.8032606155766095    , 1.596174977643689      , -0.45547357933070687   ,          1,           24,            0
1.6076439043161634    , 1.210435043108523    , 0.9587731599966925    , 0.5383985478001891     , 1.0951867584463102   , -0.37303956772322794  , 1.0102035700526528    , 1.569219879820378      , -0.38118896713183364   ,          1,           25,            0
2.49807101373154      , 1.0160550322748882   , 0.15949805586069543   , 0.3059826941194086     , 1.0951867584463102   , -0.37303956772322794  , 1.1718814163243527    , 1.0305367929783786     , -0.02118862728255661   ,          1,           26,            0
1.3146545471612716    , 1.01847983936243     , 0.9823427733529801    , 0.7098939621694068     , 0.7794305118203794   , -0.37303956772322794  , 1.1187718494153347    , 1.437220990253954      , -0.3124187236878599    ,          1,           27,            0
1.3121662391839597    , 0.7966885162622657   , 0.6940997255453981    , -0.10090192801996233   , 0.7162792624951924   , -0.37303956772322794  , 0.25168538307313953   , 1.1339457427891158     , -0.5455025597206525    ,          1,           28,            0
2.637576654132577     , 0.8402286371403539   , -0.29100167741537264  , 0.06526290114369944    , 0.8245385470526548   , -0.37303956772322794  , 0.913747491622475     , 0.5004290289845429     , 0.6231565810109498     ,          1,           29,            0
1.9218016936251148    , 1.345899088857198    , 0.9850772139986923    , 0.712511258001879      , 0.8245385470526548   , -0.37303956772322794  , 1.3639464932713894    , 1.7677995273534937     , -0.3123065820570949    ,          1,           30,            0
1.8692209050483586    , 1.6786470203494939   , 0.9186472851847939    , 0.37655244398210874    , 0.7162792624951924   , -0.37303956772322794  , 0.9136908944005504    , 1.6628971348211847     , -0.4334099918266753    ,          1,           31,            0
2.5317401477951167    , 1.4077696097887504   , 0.14785842488513878   , 0.5385769894608098     , 0.7794305118203794   , -0.37303956772322794  , 1.4615436386489327    , 1.0286464142892775     , 0.48001322501315785    ,          1,           32,            0
0.7080100059511222    , 1.5290993846963128   , 1.7746186445571288    , 1.4881559537702242     , 1.0951867584463102   , -0.37303956772322794  , 1.554567772360169     , 1.85027459140971       , -0.27801717030433193   ,          1,           33,            0
0.2547974747049699    , 1.383227732883682    , 1.6483913384165192    , 1.1824607348796343     , 0.7162792624951924   , -0.37303956772322794  , 0.9665205305948528    , 1.4313715022157298     , -0.35365327709657945   ,          1,           34,            0
1.1831846447641992    , 1.3774159685191856   , 1.3471207721380527    , 1.1247985413389048     , 1.0951867584463102   , -0.37303956772322794  , 1.426510782154102     , 1.7396106877953068     , -0.26858846453699387   ,          1,           35,            0
0.8787007171090365    , 1.1637513221584939   , 0.7622362067337796    , 0.696794214041612      , 0.6741784296117347   , -0.37303956772322794  , 0.8851961944056226    , 0.9894575641848052     , -0.20620612599423918   ,          1,           36,            0
-0.410554493797465    , -0.8642176898187619  , -0.9808648780805953   , -0.9579686344408418    , -0.16783822805741594 , -0.37303956772322794  , -0.878226014464447    , -0.9155980899603331    , -0.23526843982198345   ,          1,           37,            0
0.5374856532528147    , 1.0738902019478311   , 0.9191273115264789    , 0.48873123815553365    , 0.6215523885074129   , -0.37303956772322794  , 0.5690432010169408    , 0.9610971778162604     , -0.38848559076112316   ,          1,           38,            0
0.7021919101155448    , 1.1820434125569537   , 1.4380128559694971    , 0.9033046039093328     , 0.8583695734768616   , -0.1718841994074796   , 1.01398393481353      , 1.5321660586736374     , -0.3912703543499096    ,          2,            0,            0
1.1737719837217437    , 1.0234948313141532   , 1.4815487897257595    , 1.390563027780198      , 1.0951867584463102   , 0.5602681864026409    , 1.729507054715818     , 1.871216948774001      , -0.19702101249770915   ,          2,            1,            1
2.172754894660762     , 0.7500264638558649   , 0.8369029765350476    , 0.6834013837090671     , 0.7794305118203794   , -0.37303956772322794  , 1.4297544697674438    , 1.7241395141095537     , -0.2575587833508223    ,          2,            2,            0
1.9613151027092635    , 0.818848585038088    , 0.647796651636543     , 0.26617991841716493    , 0.7794305118203794   , -0.37303956772322794  , 0.8640669548405853    , 1.394787292934175      , -0.38926392582623176   ,          2,            3,            0
